Title;Format;Year;Rating
Asobi Asobase;TV;2018;4.25
Phantom: Requiem for the Phantom;TV;2009;4.25
The Disappearance of Conan Edogawa: The Worst Two Days in History;TV Special;2014;4.25
Seraph of the End: Battle in Nagoya;TV;2015;4.25
Pokemon: The Origin;TV Special;2013;4.25
Stand by Me Doraemon;Movie;2014;4.25
Baby Steps;TV;2014;4.25
Anohana: The Flower We Saw That Day Movie;Movie;2013;4.25
Out of Sight;Web;2010;4.24
Recovery of an MMO Junkie;TV;2017;4.24
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai;OVA;2013;4.24
Hua Jianghu Zhi Bei Mo Ting;Web;2016;4.24
One Piece: Episode of East Blue;TV Special;2017;4.24
Aria the Origination Special;DVD Special;2008;4.24
New Initial D Movie: Legend 1 - Kakusei;Movie;2014;4.24
Interviews with Monster Girls;TV;2017;4.24
Tamako Love Story;Movie;2014;4.24
Magical Girl Lyrical Nanoha The MOVIE 1st;Movie;2010;4.24
Detective Conan Movie 16: The Eleventh Striker;Movie;2012;4.24
Kill La Kill;TV;2013;4.24
My Teen Romantic Comedy SNAFU;TV;2013;4.24
GaoGaiGar Final;OVA;2000;4.24
Re:ZERO -Starting Life in Another World- Memory Snow;OVA;2018;4.24
Girls und Panzer: Saishuushou;Movie;2017;4.24
The Cat Returns;Movie;2002;4.24
Overlord: Fushisha no Ou;Movie;2017;4.24
Saiyuki Gaiden;OVA;2011;4.24
Yona of the Dawn OVA;OVA;2015;4.24
Hikaru no Go: Journey to the North Star Cup;TV Special;2004;4.24
Yuru Yuri San☆Hai!;TV;2015;4.24
Naruto Shippuden;TV;2007;4.24
Sekai-ichi Hatsukoi: Valentine-hen;Movie;2014;4.24
Kara no Kyoukai Movie 1: Fukan Fuukei;Movie;2007;4.23
Okko's Inn Movie;Movie;2018;4.23
Transformers: The Movie;Movie;1986;4.23
Quanzhi Fashi 3rd Season;Web;2018;4.23
Durarara!! X2: My Heart Is in the Pattern of a Hot Pot;Other;2015;4.23
Junjou Romantica;TV;2008;4.23
Dragon Ball Z Kai: The Final Chapters;TV;2014;4.23
XXXHOLiC the Movie: A Midsummer Night's Dream;Movie;2005;4.23
Girls' Last Tour;TV;2017;4.23
Detective Conan Movie 22: Zero no Shikkounin;Movie;2018;4.23
Macross Frontier;TV;2007;4.23
Neon Genesis Evangelion;TV;1995;4.23
Neon Genesis Evangelion - The End of Evangelion;Movie;1997;4.23
Digimon Adventure Tri. Movie 3: Confession;Movie;2016;4.23
Blast of Tempest;TV;2012;4.23
Saint Seiya: The Lost Canvas - Meiou Shinwa;OVA;2009;4.23
Sword Art Online;TV;2012;4.23
Hellsing Ultimate: Digest for Freaks;TV Special;2006;4.23
Mobile Suit Gundam: Thunderbolt - December Sky;Movie;2016;4.23
Doupo Cangqiong;TV;2017;4.23
Lupin III: Castle Of Cagliostro;Movie;1979;4.23
Kateikyoushi Hitman Reborn!;TV;2006;4.23
Magical Girl Lyrical Nanoha A's;TV;2005;4.23
Charlotte;TV;2015;4.23
Code Geass: Lelouch of the Rebellion R2 Special Edition - Zero Requiem;OVA;2009;4.23
Kaiba;TV;2008;4.23
Shouwa Genroku Rakugo Shinjuu OVA;OVA;2015;4.23
One Piece: Episode of Sabo;TV Special;2015;4.23
Fate/Kaleid Liner Prisma Illya Movie: Sekka no Chikai;Movie;2017;4.23
Hana-Saku Iroha;TV;2011;4.22
New Game!!;TV;2017;4.22
Baka and Test - Summon the Beasts 2;TV;2011;4.22
Clannad: Another World, Kyou Chapter;DVD Special;2009;4.22
The Last: Naruto the Movie;Movie;2014;4.22
Mobile Suit Gundam Wing: Endless Waltz Movie;Movie;1998;4.22
Kino's Journey: Life Goes On;Movie;2005;4.22
Tanaka-kun is Always Listless;TV;2016;4.22
Idolish 7: Vibrato;Web;2018;4.22
Drifters: Special Edition;OVA;2016;4.22
Aria the OVA: Arietta;OVA;2007;4.22
Doupo Cangqiong Specials;TV Special;2017;4.22
Knights of Sidonia: Battle for Planet Nine;TV;2015;4.22
Slayers Try;TV;1997;4.22
Future Diary;TV;2011;4.22
Little Witch Academia;Movie;2013;4.22
Nodame Cantabile: Finale Special;DVD Special;2010;4.22
Star Blazers: Space Battleship Yamato 2202;OVA;2017;4.22
Love Live! The School Idol Movie;Movie;2015;4.22
Hakuouki Movie 1: Kyoto Ranbu;Movie;2013;4.22
Overlord: Shikkoku no Senshi;Movie;2017;4.22
Final Fantasy VII: Advent Children;Movie;2005;4.22
Nurarihyon no Mago (2012);OVA;2012;4.22
Toshokan Sensou: Kakumei no Tsubasa;Movie;2012;4.22
A Day Before Us 2;Web;2018;4.21
Ashita no Joe 2;TV;1980;4.21
Haré+Guu DELUXE;OVA;2002;4.21
Seitokai Yakuindomo OVA;OVA;2011;4.21
D.Gray-man Hallow;TV;2016;4.21
D.Gray-man;TV;2006;4.21
Glass Mask (2005);TV;2005;4.21
Outlaw Star;TV;1998;4.21
Free! Dive to the Future: Episode 0;DVD Special;2018;4.21
Tsukigakirei;TV;2017;4.21
Detective Conan Movie 1: The Time Bombed Skyscraper;Movie;1997;4.21
Denno Coil;TV;2007;4.21
Nagi no Asukara;TV;2013;4.21
Little Witch Academia: The Enchanted Parade;OVA;2015;4.21
Full Metal Panic! The Second Raid OVA;OVA;2006;4.21
Full Metal Panic!;TV;2002;4.21
Tiger & Bunny;TV;2011;4.21
Kuroko's Basketball: Let's Do That Again;DVD Special;2014;4.21
Ghost Hunt;TV;2006;4.21
Blue Exorcist: Kyoto Saga;TV;2017;4.21
Monthly Girls' Nozaki-kun Specials;DVD Special;2014;4.21
Detective Conan Movie 21: Kara Kurenai no Love Letter;Movie;2017;4.21
Shiki Specials;DVD Special;2011;4.21
Arslan Senki: Fuujin Ranbu;TV;2016;4.21
Magic Kaito;TV Special;2010;4.21
Cells at Work!;TV;2018;4.21
Detective Conan Movie 2: The Fourteenth Target;Movie;1998;4.21
Detective Conan Movie 12: Full Score of Fear;Movie;2008;4.21
Saint Seiya: The Hades Chapter - Sanctuary;OVA;2002;4.2
Perfect Blue;Movie;1997;4.2
Date a Live: Encore OVA;OVA;2014;4.2
The World God Only Knows: Tenri Arc;OVA;2012;4.2
Lucky Star OVA;OVA;2008;4.2
Silver Fang;TV;1986;4.2
Your lie in April: Moments;OVA;2015;4.2
Emma: A Victorian Romance - Second Act;TV;2007;4.2
Kara no Kyoukai Movie 6: Boukyaku Rokuon;Movie;2008;4.2
Detective Conan Movie 17: Zekkai no Private Eye;Movie;2013;4.2
ef - a tale of memories;TV;2007;4.2
Attack on Titan Movie 3: The Roar of Awakening;Movie;2018;4.2
91 Days;TV;2016;4.2
Fairy Tail Movie 2: Dragon Cry;Movie;2017;4.2
Poco's Udon World;TV;2016;4.2
Cardcaptor Sakura: The Movie 2: The Sealed Card;Movie;2000;4.2
A Certain Magical Index II;TV;2010;4.2
Hakuouki Movie 2: Shikon Soukyuu;Movie;2014;4.2
Chuunibyou Demo Koi ga Shitai!;TV;2012;4.2
Daily Lives of High School Boys Specials;DVD Special;2012;4.2
Big Fish & Begonia;Movie;2016;4.2
Blue Spring Ride;TV;2014;4.2
Black Butler;TV;2008;4.2
Giovanni's Island;Movie;2014;4.2
There She Is!!;Web;2003;4.2
Ookiku Furikabutte;TV;2007;4.2
Hidamari Sketch x Hoshimittsu Specials;DVD Special;2010;4.2
Towa no Quon 6: Towa no Quon;Movie;2011;4.2
Kimi to Boku. 2;TV;2012;4.2
Kokoro Connect;TV;2012;4.2
The Rose of Versailles;TV;1979;4.19
Bungou Stray Dogs: Walking Alone;OVA;2017;4.19
Hidamari Sketch x 365 EX;DVD Special;2009;4.19
Macross Frontier: Sayonara no Tsubasa;Movie;2011;4.19
Tiger & Bunny The Movie: The Rising;Movie;2014;4.19
A Certain Scientific Railgun;TV;2009;4.19
Ponyo on the Cliff by the Sea;Movie;2008;4.19
Towa no Quon 4: Guren no Shoushin;Movie;2011;4.19
Vampire Hunter D: Bloodlust;Movie;2000;4.19
Lupin III: Part IV;TV;2015;4.19
Problem Children Are Coming From Another World, Aren't They?;TV;2013;4.19
Eureka Seven;TV;2005;4.19
Lupin III: Jigen's Gravestone;Movie;2014;4.19
Mutafukaz;Movie;2017;4.19
The World God Only Knows;TV;2010;4.19
Zoku Sayonara Zetsubou Sensei;TV;2008;4.19
Haikara-san ga Touru Zenpen - Benio, Hana no 17-sai;Movie;2017;4.19
Aria the Avvenire;OVA;2015;4.19
ef - a tale of melodies;TV;2008;4.19
Blue Exorcist Movie;Movie;2012;4.19
My Hero Academia - All Might: Rising The Animation;DVD Special;2019;4.19
Eden of The East Movie I: The King of Eden;Movie;2009;4.19
Madangeul Naon Amtak;Movie;2011;4.19
High School DxD NEW;TV;2013;4.19
Mobile Suit Gundam Wing: Endless Waltz;OVA;1997;4.19
Free! Eternal Summer;TV;2014;4.19
Saint Young Men Movie;Movie;2013;4.18
Dragon Ball Z;TV;1989;4.18
Zan Sayonara Zetsubou Sensei;TV;2009;4.18
Attack on Titan: Lost Girls;OVA;2017;4.18
Haikyuu!!: Jump Festa 2014 Special;Other;2014;4.18
Porco Rosso;Movie;1992;4.18
Colorful (2010);Movie;2010;4.18
Code Geass: Lelouch of the Rebellion Special Edition - Black Rebellion;OVA;2008;4.18
Eden of The East Movie II: Paradise Lost;Movie;2010;4.18
Noragami OVA;OVA;2014;4.18
Saiunkoku Monogatari;TV;2006;4.18
Non Non Biyori;TV;2013;4.18
Ghost in the Shell: Arise;Other;2013;4.18
Seitokai Yakuindomo Movie;Movie;2017;4.18
The New Prince of Tennis OVA vs. Genius 10;OVA;2014;4.18
Claymore;TV;2007;4.18
Hanada Shonen-shi;TV;2002;4.18
Food Wars! Shokugeki no Souma OVA;OVA;2016;4.18
Neru: Lost One no Goukoku;Music Video;2013;4.18
Haibane Renmei;TV;2002;4.18
Kishibe Rohan wa Ugokanai: Mutsukabezaka;OVA;2018;4.18
The Tibetan Dog;Movie;2011;4.18
Akame ga Kill!;TV;2014;4.18
The Seven Deadly Sins OVA;OVA;2015;4.18
Genshiken 2;TV;2007;4.18
Haikyuu!! Movie 1: Owari to Hajimari;Movie;2015;4.18
Tales of Vesperia ~The First Strike~;Movie;2009;4.18
K: Missing Kings;Movie;2014;4.18
Maria-sama ga Miteru 4th;TV;2009;4.18
Kuroko's Basketball Movie 3: Winter Cup Highlights -Crossing the Door-;Movie;2016;4.18
Hayate the Combat Butler!!;TV;2009;4.18
Hybrid Child;OVA;2014;4.18
Detective Conan OVA 10: Kid in Trap Island;OVA;2010;4.18
Elfen Lied;TV;2004;4.17
Flanders no Inu Movie;Movie;1997;4.17
Golden Boy;OVA;1995;4.17
Hidamari Sketch x Honeycomb;TV;2012;4.17
Boruto: Naruto the Movie;Movie;2015;4.17
My Bride Is a Mermaid OVA;OVA;2008;4.17
Seitokai Yakuindomo*;TV;2014;4.17
Banner of the Stars II;TV;2001;4.17
Tenchi Muyo! Ryo-Ohki 2;OVA;1994;4.17
Hikaru no Go;TV;2001;4.17
Sound! Euphonium;TV;2015;4.17
Gankutsuou: The Count of Monte Cristo;TV;2004;4.17
Super Dimensional Fortress Macross;TV;1982;4.17
Detective Conan OVA 9: The Stranger of 10 Years;OVA;2009;4.17
Goku Sayonara Zetsubou Sensei;OVA;2008;4.17
Penguin Highway;Movie;2018;4.17
Love Live! School Idol Project 2;TV;2014;4.17
Tsuredure Children;TV;2017;4.17
Tsurune;TV;2018;4.17
Another;TV;2012;4.17
Danganronpa 3 -The End of Hope's Peak Academy- Hope Arc;TV Special;2016;4.17
Non Non Biyori Repeat OVA;OVA;2016;4.17
Yamada-kun and the Seven Witches;TV;2015;4.17
Bungou Stray Dogs;TV;2016;4.17
The Kawai Complex Guide to Manors and Hostel Behavior;TV;2014;4.17
Shakugan no Shana II;TV;2007;4.17
Persona 3 The Movie 2: Midsummer Knight's Dream;Movie;2014;4.17
Naruto Shippuden Movie 6: Road to Ninja;Movie;2012;4.17
Kara no Kyoukai Remix: Gate of Seventh Heaven;Movie;2009;4.17
Space Battleship Yamato 2199: Hoshi-Meguru Hakobune;Movie;2014;4.17
Interviews with Monster Girls: The Demi-chans' Summer Break;DVD Special;2017;4.16
Junjou Romantica OVA;OVA;2012;4.16
Shiki;TV;2010;4.16
To Love Ru: Darkness 2nd Specials;TV Special;2015;4.16
Yowamushi Pedal: New Generation;TV;2017;4.16
Full Metal Panic! Invisible Victory;TV;2018;4.16
Yowamushi Pedal The Movie;Movie;2015;4.16
Kino's Journey: Byouki no Kuni -For You-;Movie;2007;4.16
Future Boy Conan;TV;1978;4.16
Gabriel Dropout Specials;DVD Special;2017;4.16
Rakshasa Street;Web;2016;4.16
Cardcaptor Sakura: Clear Card Prologue - Sakura and the Two Bears;OVA;2017;4.16
Kyou Kara Ore Wa!!;OVA;1992;4.16
Arslan Senki;TV;2015;4.16
The World is Still Beautiful;TV;2014;4.16
Detective Conan Movie 9: Strategy Above the Depths;Movie;2005;4.16
Digimon Adventure Tri. Movie 2: Determination;Movie;2016;4.16
Towa no Quon 5: Souzetsu no Raifuku;Movie;2011;4.16
Yuru Yuri Nachu Yachumi!;OVA;2014;4.16
Detective Conan Movie 7: Crossroad in the Ancient Capital;Movie;2003;4.16
Good Luck Girl!;TV;2012;4.16
Hori-san to Miyamura-kun (2018);OVA;2018;4.16
Golden Kamuy;TV;2018;4.16
Grimgar of Fantasy and Ash;TV;2016;4.16
Thunderbolt Fantasy: The Sword of Life and Death;Movie;2017;4.16
Minami-ke Tadaima;TV;2013;4.16
Hidamari Sketch x Hoshimittsu;TV;2010;4.16
The Kawai Complex Guide to Manors and Hostel Behavior: First Time;DVD Special;2014;4.16
Heaven's Lost Property: Forte;TV;2010;4.16
Irresponsible Captain Tylor;TV;1993;4.16
Inuyashiki: Last Hero;TV;2017;4.15
XXXHOLiC;TV;2006;4.15
My Little Monster;TV;2012;4.15
Recollections of a Certain Pilot;Movie;2011;4.15
Kuroko's Basketball OVA;OVA;2013;4.15
Saiyuki Reload: Urasai;DVD Special;2003;4.15
Tasogare Otome x Amnesia;TV;2012;4.15
Zan Sayonara Zetsubou Sensei Bangaichi;OVA;2009;4.15
Last Exile;TV;2003;4.15
Lupin III Special 21: Lupin III vs Detective Conan;TV Special;2009;4.15
Kyo Kara Maoh! 3rd Series;TV;2008;4.15
Fullmetal Alchemist The Movie: Conqueror of Shamballa;Movie;2005;4.15
School Rumble: Extra Class;OVA;2005;4.15
Working!!;TV;2010;4.15
Free! Timeless Medley: Yakusoku;Movie;2017;4.15
Carnival Phantasm;OVA;2011;4.15
She and Her Cat: Everything Flows;TV;2016;4.15
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou Part 2 - Tamashii;Movie;2017;4.15
Orange;TV;2016;4.15
Kill La Kill Special;DVD Special;2014;4.15
Piano no Mori (2019);TV;2019;4.15
K-On! Live House!;DVD Special;2010;4.15
Legend of the Galactic Heroes: Die Neue These;TV;2018;4.15
Kakuriyo: Bed & Breakfast for Spirits;TV;2018;4.15
Chi's New Address;TV;2009;4.15
Drifters Specials;DVD Special;2017;4.15
Hell Girl: Two Mirrors;TV;2006;4.15
Fate/stay night: Unlimited Blade Works Movie;Movie;2010;4.15
K-On!;TV;2009;4.14
Wan Jie Xian Zong;Web;2018;4.14
Persona 3 The Movie 1: Spring of Birth;Movie;2013;4.14
Ace of the Diamond: Second Season OVA;OVA;2016;4.14
School Rumble;TV;2004;4.14
Lupin III: Chikemuri no Ishikawa Goemon;Movie;2017;4.14
Rurouni Kenshin: Special Techniques;TV Special;1997;4.14
Yuru Yuri ♪♪;TV;2012;4.14
Denpa Teki na Kanojo;OVA;2009;4.14
Dragon Ball;TV;1986;4.14
Hetalia: World Series;Web;2010;4.14
Angel Beats! Special;DVD Special;2010;4.14
Capeta;TV;2005;4.14
Akira;Movie;1988;4.14
K-On!!: Plan!;DVD Special;2011;4.14
Azumanga Daioh;TV;2002;4.14
The Familiar of Zero: Knight of the Twin Moons;TV;2007;4.14
Hidamari Sketch x 365;TV;2008;4.14
Genshiken OVA;OVA;2006;4.14
Assassination Classroom;Other;2013;4.14
Kingsglaive: Final Fantasy XV;Movie;2016;4.14
The Irregular at Magic High School Movie: The Girl Who Summons the Stars;Movie;2017;4.14
Penguindrum;TV;2011;4.14
Sayonara Zetsubou Sensei;TV;2007;4.14
Hetalia: The Beautiful World;TV;2013;4.14
Piano no Mori;Movie;2007;4.14
Pretty Guardian Sailor Moon Crystal (2016);TV;2016;4.14
Haré+Guu FINAL;OVA;2003;4.14
Nanbaka 2nd Season;Web;2017;4.14
The Morose Mononokean II;TV;2019;4.13
KonoSuba – God’s blessing on this wonderful world!! OVA;OVA;2016;4.13
Space Brothers: Number Zero;Movie;2014;4.13
Hi Score Girl;TV;2018;4.13
Iga no Kabamaru;TV;1983;4.13
Tekkon Kinkreet;Movie;2006;4.13
Is this a Zombie? Of the Dead;TV;2012;4.13
Strawberry Marshmallow OVA;OVA;2007;4.13
Baka and Test - Summon the Beasts OVA;OVA;2011;4.13
Hakkenden: Eight Dogs of the East 2;TV;2013;4.13
Free! Dive to the Future;TV;2018;4.13
Seraph of the End;TV;2015;4.13
Sweetness and Lightning;TV;2016;4.13
Is the Order a Rabbit??;TV;2015;4.13
Shuangsheng Lingtan;Web;2016;4.13
Densetsu no Yuusha no Densetsu;TV;2010;4.13
Knights of Sidonia;TV;2014;4.13
The Irregular at Magic High School;TV;2014;4.13
Strawberry Marshmallow Encore;OVA;2009;4.13
Hinomaru Sumo;TV;2018;4.13
Magic Kaito 1412;TV;2014;4.13
Yumeiro Pâtissière;TV;2009;4.13
To Love Ru: Darkness 2nd OVA;OVA;2016;4.13
Ie Naki Ko Remi;TV;1996;4.13
Hidamari Sketch x SP;TV Special;2011;4.13
K: Return of Kings;TV;2015;4.13
Cardcaptor Sakura: Clear Card-hen;TV;2018;4.13
InuYasha: Kuroi Tessaiga;Movie;2008;4.13
Love Live! Sunshine!! The School Idol Movie: Over the Rainbow;Movie;2019;4.13
Banner of the Stars III;OVA;2005;4.13
Xiao Men Shen;Movie;2016;4.13
Nisekoi;TV;2014;4.12
Maison Ikkoku;TV;1986;4.12
Gargantia on the Verdurous Planet;TV;2013;4.12
Letter Bee Reverse;TV;2010;4.12
Free! Timeless Medley: Kizuna;Movie;2017;4.12
One Piece: Episode of Luffy - Hand Island no Bouken;TV Special;2012;4.12
Rage of Bahamut: Genesis;TV;2014;4.12
The Twelve Kingdoms;TV;2002;4.12
Tamayura: Sotsugyou Shashin Movie 3 - Akogare;Movie;2015;4.12
Mobile Suit Gundam: Thunderbolt;Web;2015;4.12
5 Centimeters per Second;Movie;2007;4.12
City Hunter 2;TV;1988;4.12
Inu x Boku SS Special;DVD Special;2012;4.12
Hidamari Sketch x 365 Specials;TV Special;2009;4.12
Mitsudomoe Zouryouchuu!;TV;2011;4.12
Ojii-san no Lamp;Movie;2011;4.12
Danganronpa 3 -The End of Hope's Peak Academy- Despair Arc;TV;2016;4.12
Attack on Titan: Ilse's Notebook;OVA;2013;4.12
Beelzebub;TV;2011;4.12
Kuroko's Basketball Movie 2: Winter Cup Highlights -Beyond the Tears-;Movie;2016;4.12
Nurarihyon no Mago;TV;2010;4.12
Boku wa Tomodachi ga Sukunai NEXT;TV;2013;4.12
Ties;Music Video;2014;4.12
Saiyuki Reload: Burial;OVA;2007;4.12
Noblesse: Awakening;OVA;2016;4.12
FLCL;OVA;2000;4.12
Bleach the Movie 4: Hell Verse;Movie;2010;4.12
Barefoot Gen;Movie;1983;4.12
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?;TV;2017;4.12
Princess Tutu;TV;2002;4.12
Super Lovers 2;TV;2017;4.11
Xam'd: Lost Memories;Web;2008;4.11
Darker than Black: Gemini of the Meteor;TV;2009;4.11
The New Prince of Tennis;TV;2012;4.11
Nodame Cantabile OVA 2;OVA;2010;4.11
City Hunter 3;TV;1989;4.11
Minami-ke;TV;2007;4.11
Towa no Quon 3: Mugen no Renza;Movie;2011;4.11
Lupin III: The Woman Called Fujiko Mine;TV;2012;4.11
One Piece Special: Heart of Gold;TV Special;2016;4.11
Food Wars!: Jump Festa 2016 Special;Other;2016;4.11
Eyeshield 21;TV;2005;4.11
High School DxD BorN;TV;2015;4.11
Maria-sama ga Miteru 3rd;OVA;2006;4.11
Black Jack Final;OVA;2011;4.11
Fruits Basket;TV;2001;4.11
Sket Dance;TV;2011;4.11
Little Busters! EX;DVD Special;2014;4.11
Ghost in the Shell 2: Innocence;Movie;2004;4.11
Golden Time;TV;2013;4.11
Psycho-Pass SS: Case. 1 - Tsumi to Bachi;Movie;2019;4.11
Moonlight Mile 2nd Season - Touch Down;TV;2007;4.11
Osomatsu-san;TV;2015;4.11
Macross Frontier: Itsuwari no Utahime;Movie;2009;4.11
Dragon Ball Super;TV;2015;4.11
Mobile Suit Gundam Wing;TV;1995;4.11
Bloom Into You;TV;2018;4.11
IRODUKU : The World in Colors;TV;2018;4.11
Beyond the Boundary: Shinonome;DVD Special;2014;4.1
Children Who Chase Lost Voices;Movie;2011;4.1
Mobile Suit Gundam SEED;TV;2002;4.1
Aikatsu! The Movie;Movie;2014;4.1
Yuru Yuri Nachu Yachumi!+;TV Special;2015;4.1
Bleach;TV;2004;4.1
Hakuouki Sekkaroku;OVA;2011;4.1
Kino's Journey: Tower Country;OVA;2005;4.1
To Love Ru: Darkness OVA;OVA;2012;4.1
The Familiar of Zero F;TV;2012;4.1
Psycho-Pass 2;TV;2014;4.1
Time Jam: Valerian & Laureline;TV;2007;4.1
Haikyuu!! Movie 2: Shousha to Haisha;Movie;2015;4.1
My Hero Academia: Training of the Dead;OVA;2017;4.1
K: Seven Stories Movie 5 - Memory of Red ~BURN~;Movie;2018;4.1
Super Lovers OVA;OVA;2017;4.1
Double Decker! Doug & Kirill Extra Story;Other;2019;4.1
The Quintessential Quintuplets;TV;2019;4.1
Rage of Bahamut: Virgin Soul;TV;2017;4.1
Yumeiro Pâtissière SP Professional;TV;2010;4.1
A Certain Magical Index Movie: The Miracle of Endymion;Movie;2013;4.1
Detective Conan;TV;1996;4.1
Quanzhi Fashi;Web;2016;4.1
Wu Geng Ji 2nd Season;Web;2017;4.1
"Say ""I love you.""";TV;2012;4.1
Yu-Gi-Oh! Movie 4: The Dark Side of Dimensions;Movie;2016;4.1
Mardock Scramble: The First Compression;Movie;2010;4.1
The Place Promised In Our Early Days;Movie;2004;4.1
To Love Ru: Darkness;TV;2012;4.1
Rurouni Kenshin Movie;Movie;1997;4.09
Mary and the Witch's Flower;Movie;2017;4.09
To Love Ru: Darkness 2nd;TV;2015;4.09
Genshiken;TV;2004;4.09
Beyond the Boundary;TV;2013;4.09
Mobile Suit Gundam 00 Special Edition II: End of World;OVA;2009;4.09
Dragon Nest: Warriors' Dawn;Movie;2014;4.09
A Certain Magical Index;TV;2008;4.09
The Dragon Dentist (2017);TV Special;2017;4.09
Danganronpa 3 -The End of Hope's Peak Academy- Future Arc;TV;2016;4.09
Fairy Tail OVA;OVA;2011;4.09
Major 2nd;TV;2018;4.09
Durarara!! X2 The Third Arc: Dufufufu!;Other;2016;4.09
Arakawa Under the Bridge x Bridge;TV;2010;4.09
Mobile Suit Gundam 00 Special Edition I: Celestial Being;OVA;2009;4.09
Shakugan no Shana;TV;2005;4.09
A Day Before Us ZERO;Web;2018;4.09
Mobile Suit Gundam 00 Special Edition III: Return the World;OVA;2010;4.09
The Eccentric Family;TV;2013;4.09
Comedy;OVA;2002;4.09
Chivalry of a Failed Knight;TV;2015;4.09
Beyond the Boundary Movie: I'll Be Here - Past;Movie;2015;4.09
Yu Yu Hakusho Specials;DVD Special;2018;4.09
Minami-ke Okaeri;TV;2009;4.09
Strike Witches Movie;Movie;2012;4.09
Plastic Memories;TV;2015;4.09
Aoki Hagane no Arpeggio: Ars Nova Cadenza;Movie;2015;4.09
Love Stage!!;TV;2014;4.09
Kuroko's Basketball: NG-shuu;DVD Special;2012;4.09
Read or Die;OVA;2001;4.09
Birdy the Mighty Decode 2;TV;2009;4.09
House of Five Leaves;TV;2010;4.09
Hellsing;TV;2001;4.09
Pandora Hearts;TV;2009;4.08
Shakugan no Shana III;TV;2011;4.08
Fune wo Amu;TV;2016;4.08
Magical Girl Lyrical Nanoha THE MOVIE 3rd Reflection;Movie;2017;4.08
Tokyo Ravens;TV;2013;4.08
Servant x Service;TV;2013;4.08
Crest of the Stars;TV;1999;4.08
Fairy Tail Movie 1: Phoenix Priestess;Movie;2012;4.08
A Letter to Momo;Movie;2011;4.08
Food Wars! The Third Plate: Erina no Shin Seikatsu;OVA;2018;4.08
Death Note Rewrite 1: Visions of a God;TV Special;2007;4.08
Gungrave;TV;2003;4.08
Persona 3 The Movie 3: Falling Down;Movie;2015;4.08
Yakitate!! Japan;TV;2004;4.08
Gangsta.;TV;2015;4.08
Wu Geng Ji;Web;2016;4.08
A Day Before Us;Web;2017;4.08
Hetalia: World Series Extra Episodes;Web;2011;4.08
Full Metal Panic! The Second Raid: Episode 00;Other;2005;4.08
Heaven’s Lost Property The Movie: The Angeloid of Clockwork;Movie;2011;4.08
Mitsudomoe Special;DVD Special;2011;4.08
Baka and Test - Summon the Beasts;TV;2010;4.08
Hetalia: The Beautiful World Specials;DVD Special;2013;4.08
Furiko;Web;2012;4.08
Ajin Movie 1: Shoudou;Movie;2015;4.08
Professor Layton and the Eternal Diva;Movie;2009;4.08
Persona 4 the Animation: The Factor of Hope;Movie;2012;4.08
Tamayura: Sotsugyou Shashin Movie 2 - Hibiki;Movie;2015;4.08
Yuuki Yuuna is a Hero: The Hero Chapter;TV;2017;4.08
Youkai Watch Movie 4: Shadowside - Oni-ou no Fukkatsu;Movie;2017;4.08
Ergo Proxy;TV;2006;4.07
Kyousougiga (2013);TV;2013;4.07
Digimon Adventure Tri. Movie 1: Reunion;Movie;2015;4.07
Tsubasa Chronicle 2nd Series;TV;2006;4.07
Lucky Star;TV;2007;4.07
Sekirei: Pure Engagement;TV;2010;4.07
Ghost in the Shell: The New Movie;Movie;2015;4.07
White Album 2;TV;2013;4.07
Servamp: Hai ni Mamireta Shoukei - All the world's a stage;DVD Special;2017;4.07
Yowamushi Pedal: Spare Bike;Movie;2016;4.07
Eden of the East Compilation: Air Communication;Movie;2009;4.07
Un-Go: Chapter of Inga;Movie;2011;4.07
Mardock Scramble: The Third Exhaust;Movie;2012;4.07
"The Familiar of Zero: ""Rondo"" of Princesses";TV;2008;4.07
Kobato.;TV;2009;4.07
Pokemon Generations;Web;2016;4.07
Air Gear: Kuro no Hane to Nemuri no Mori -Break on the Sky-;OVA;2010;4.07
Kara no Kyoukai: Mirai Fukuin - Extra Chorus;Movie;2013;4.07
Tokyo Ghoul √A;TV;2015;4.07
New Game!;TV;2016;4.07
One Piece Movie 4: Dead End Adventure;Movie;2003;4.07
